gene	cell_type	subtype	aging_LFC	aging_FDR	treatment_LFC	treatment_FDR	residual_LFC	exact_permutation_support	exact_permutation_detail	Hallmark_membership	leading_edge	external_aging_validation	PROGENy_or_TF_association	NMF_program	communication_role	known_biological_relevance	experimental_feasibility	primary_evidence	supporting_evidence	contradictory_evidence	publication_tier	tier_rationale
Acsl3	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.5347007668655263	0.0002597685050211	-0.3697296637486871	0.0246640020181773	0.164971103116839	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_ANDROGEN_RESPONSE;HALLMARK_MTORC1_SIGNALING	True	False	Nr1h3;Rxra		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Cd44	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	1.3781998150183952	0.0018881660670751	-1.0451224465408318	0.0313162729617224	0.3330773684775633	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_APOPTOSIS;HALLMARK_ESTROGEN_RESPONSE_LATE;HALLMARK_IL6_JAK_STAT3_SIGNALING;HALLMARK_TNFA_SIGNALING_VIA_NFKB	True	False	Atf1;Cebpb;Ctnnb1;Cux1;Dnmt1;E4f1;Egr1;Egr2;Elf1;Esr1;Ets1;Fos;Gata4;Gtf2i;Hdac1;Hif1a;Hinfp;Hmga1;Hmga1b;Hoxc6;Id1;Jun;Kat5;Kdm2a;Klf17;Klf8;Mafk;Mef2d;Mycn;Mycs;Nfe2l2;Nkx3-1;Nr2c2;Nr2f2;Nr2f6;Nr5a1;Nrg1;Pbx1;Plag1;Rela;Runx1;Satb2;Smarca1;Smarca4;Sp1;Sp3;Spi1;Stat5a;Tbpl1;Tbx15;Tbx6;Tcf4;Tfap2a;Tfap4;Thra;Tlx1;Trp53;Trp63;Trp73;Twist1;Vdr;Zfp354c;Zmynd8		receptor	project_internal_evidence_only; needs_manual_literature_review	High: targeted protein/receptor assay and perturbation are directly definable.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association; communication receptor	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Cltc	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.557064368878777	0.0009276249331806	-0.511698654719051	0.003333201833456	0.045365714159726	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_PROTEIN_SECRETION	True	False	Trp53		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Dync1h1	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.537021684432961	4.952799576176364e-05	-0.5055155197409794	0.0002506821705483	0.0315061646919815	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MITOTIC_SPINDLE	True	False	Fos;Jun;Rela;Smarca1;Trp53;Trp63		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Fosb	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.7033725328985155	0.000219330212478	-0.7258609526323531	0.0001703669539578	-0.0224884197338375	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_TNFA_SIGNALING_VIA_NFKB	True	False	Cebpa;Creb1;Esr1;Fos;Fosb;Rela;Sp1;Srf;Stat6		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Ssh2	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.6786127063379161	0.002508293841428	-0.565861033541379	0.01910870689599	0.1127516727965371	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MITOTIC_SPINDLE	True	False	Tal1		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Casp4	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	1.343507455554917	6.10890380083181e-11	-0.5736027251431727	0.0294564721678082	0.769904730411744	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_APOPTOSIS;HALLMARK_COMPLEMENT;HALLMARK_INTERFERON_GAMMA_RESPONSE	True	False	Ctnnb1;Ddit3;Lef1;Stat1	Stromal_fibroblast_P01;Stromal_fibroblast_P05	nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association; NMF: Stromal_fibroblast_P01,Stromal_fibroblast_P05	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Cdk8	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	0.9822001925375424	2.018649387506456e-06	-1.039862312485266	1.111420696371439e-06	-0.0576621199477234	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_APICAL_JUNCTION	True	False	Myc;Stat1		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
E2f1	Stromal_fibroblast	ECM_high_candidate;Stromal_fibroblast_candidate	-1.479628523440765	9.739104112670425e-07	1.049955948853523	0.0027051522761411	-0.4296725745872415	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_G2M_CHECKPOINT	True	False	Arid3a;Ctnnb1;E2f1;E2f2;E2f3;E2f4;E2f5;E2f6;E2f7;Esr1;Fos;Gli2;Hcfc1;Hdac1;Hes1;Hes6;Irf1;Klf15;Lef1;Mecom;Mybl2;Myc;Myod1;Nanog;Nfkb1;Nkx2-5;Nkx6-1;Nr0b2;Nr2f1;Nr4a1;Nrf1;Pax8;Pgr;Rb1;Rela;Sin3a;Tbp;Tcf7l2;Tfdp1;Thra;Trp53;Trp73		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Egfr	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	0.6456954439695713	2.799118508696352e-07	-0.5616553893630095	3.215811302245307e-05	0.0840400546065618	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_ALLOGRAFT_REJECTION;HALLMARK_APICAL_JUNCTION;HALLMARK_HYPOXIA;HALLMARK_PROTEIN_SECRETION	True	False	Ar;Bcl3;Brca1;Cebpb;Cebpg;Crebbp;Dnmt1;Egr1;Egr2;Elf5;Erf;Esr1;Esr2;Ets2;Fos;Fosl1;Foxn1;Foxo3;Gata3;Gli1;Gli2;Hdac1;Hdac3;Hoxa11;Hoxa7;Irf1;Jun;Junb;Klf10;Klf5;Mta1;Myc;Mycn;Mycs;Ncoa1;Ncoa2;Nfkb1;Nr0b2;Nr3c1;Nr3c2;Nrg1;Pax3;Pgr;Pml;Pou3f2;Rara;Rarb;Rela;Smad4;Snai1;Sox2;Sox4;Sp3;Stat1;Stat3;Stat5a;Stat5b;Taf1;Tbp;Tead2;Tfap2a;Thra;Trp53;Trp63;Trp73;Usf1;Usf2;Vdr;Wt1;Xbp1;Yy1;Zfp354c;Zglp1;Zmynd8		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Enpp1	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	1.1208507422108358	1.2549795799392615e-05	-0.9557795380691554	0.0007225079405492	0.1650712041416804	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_IL2_STAT5_SIGNALING	True	False	Fgf2;Jun;Msx2;Runx2		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Sele	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	2.212751644918308	1.5703663870331645e-06	-1.3191546744963571	0.0172632027771039	0.8935969704219505	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_INFLAMMATORY_RESPONSE	True	False	Ar;Atf2;Atf3;Atf7;Cux1;E2f1;Egr1;Ets1;Hmga1;Hmga1b;Hmga2;Jun;Klf2;Klf4;Ncoa1;Nfkb1;Nrg1;Pou2f1;Rela;Sirt1;Stat6;Zbtb7a		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Srsf2	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	-1.3843809501843596	3.490356343227011e-12	1.113841672408911	1.9811656626979809e-07	-0.2705392777754486	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_E2F_TARGETS;HALLMARK_G2M_CHECKPOINT;HALLMARK_MYC_TARGETS_V1	True	False	E2f1;Myc;Srsf2;Zbtb4		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Thbs1	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	1.1075685759399605	1.053612962380893e-07	-0.562490745126267	0.0299609564647265	0.5450778308136933	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_COAGULATION;HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_TGF_BETA_SIGNALING	True	False	Ahr;Atf1;Cebpz;Creb1;Cux1;Dmtf1;Dmtf1l;E2f1;Egr1;Ets1;Ets2;Fosl1;Hif1a;Id3;Jun;Klf2;Myc;Pax5;Pgr;Runx2;Runx3;Smad2;Smad4;Snai1;Trp53;Usf1;Usf2;Wt1;Yy1		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Trim28	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	-0.8893035600041796	4.28011286177822e-14	0.5392067990846318	6.983056134876322e-05	-0.3500967609195478	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MYC_TARGETS_V1	True	False	Irf1;Nkx3-1;Nr2c2;Nsd2;Rela;Stat3;Trp53;Zfp46		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier B - second priority	Passes the core multi-layer hierarchy or has orthogonal external, regulatory, or communication support; placed after the prespecified Tier A anchors.
Abhd2	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.867031202824946	3.2299307420261887e-06	-0.60645235898855	0.0037144831699239	0.260578843836396	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_ANDROGEN_RESPONSE;HALLMARK_ESTROGEN_RESPONSE_LATE	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Acaca	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.5822744337936809	0.0271705550522011	-0.5442291891609141	0.044224826578791	0.0380452446327668	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MTORC1_SIGNALING	True	False	Ar;Cebpb;Creb1;Foxo1;Mlxipl;Nr1h3;Sp1;Srebf1;Stat3;Stat5a;Usf1;Usf2		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Ccp110	Granulosa	Granulosa_preantral_like	0.5269912884969652	2.6201233712645752e-05	-0.461292046883185	0.0007427690281803	0.0656992416137802	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_E2F_TARGETS	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Cntrob	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.575307081027406	0.001425644287032	-0.5093048195082099	0.0084541580089503	0.066002261519196	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MITOTIC_SPINDLE	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Frat1	Granulosa	Granulosa_preantral_like	-0.5721827435551954	0.0014782775692871	0.6905282634805089	0.000124282890737	0.1183455199253136	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_WNT_BETA_CATENIN_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Niban1	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	1.7101131621405168	0.0002165473437686	-1.3840595858222813	0.0057530462077703	0.3260535763182355	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_CHOLESTEROL_HOMEOSTASIS;HALLMARK_MTORC1_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Nr4a3	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	0.8755160626606295	0.0189575407481763	-0.7934798622697778	0.0419959725401506	0.0820362003908517	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_TNFA_SIGNALING_VIA_NFKB	True	False	Creb1;Hsf1;Nr3c1;Nr4a3;Rela;Tlx1;Trp53		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Ptov1	Granulosa	Granulosa_antral_like;Granulosa_preantral_like	-1.4905071081504513	1.374588869929464e-28	1.4640479887381792	1.6049375906155734e-27	-0.0264591194122719	True	population signature; Spearman rank 1/20; cosine rank 1/20		False	False	Jun;Rara		nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	regulatory target association	no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
