gene	cell_type	subtype	aging_LFC	aging_FDR	treatment_LFC	treatment_FDR	residual_LFC	exact_permutation_support	exact_permutation_detail	Hallmark_membership	leading_edge	external_aging_validation	PROGENy_or_TF_association	NMF_program	communication_role	known_biological_relevance	experimental_feasibility	primary_evidence	supporting_evidence	contradictory_evidence	publication_tier	tier_rationale
Hif1a	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	0.5960078816909421	6.7708238775204845e-06	-0.4506290682071403	0.0040055319710556	0.1453788134838018	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_ALLOGRAFT_REJECTION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Hras	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	-2.3096924160168384	5.5238142960052177e-08	1.7969714430135064	0.000268100960979	-0.5127209730033319	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_PEROXISOME	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Htra1	Immune	T_cell_candidate	-1.094794613103596	2.2125395428834648e-06	0.8490121973260717	0.001825921695073	-0.2457824157775242	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_COAGULATION;HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Icos	Immune	Macrophage_C1qc_high	1.3148131820435285	7.11210562512747e-05	-0.3188263065110969	0.7349312099470378	0.9959868755324314	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Ikzf2	Immune	Macrophage_inflammatory_candidate;T_cell_candidate	1.376999659948814	1.538039951234822e-09	-0.4836594668235677	0.2327529471250184	0.8933401931252463	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Il18r1	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	1.4941006373785135	0.0002184350292644	-0.257830488377942	0.8397715885605519	1.2362701490005716	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Iscu	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	-0.5140172499292518	0.0036320398349372	0.5176435021246982	0.0093328161258573	0.0036262521954463	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_COAGULATION;HALLMARK_OXIDATIVE_PHOSPHORYLATION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Ldhb	Immune	Macrophage_C1qc_high;T_cell_candidate	-1.321206583263291	8.008347840046429e-05	0.9021520794052054	0.048054611201429	-0.4190545038580858	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_OXIDATIVE_PHOSPHORYLATION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Mlycd	Immune	Macrophage_C1qc_high;T_cell_candidate	-1.4092631129028934	0.006740815198962	1.5561478855093345	0.0051153581861892	0.1468847726064409	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_PEROXISOME	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Msrb2	Immune	Macrophage_C1qc_high	-1.1399910537068938	0.0056188304501619	0.3173000239879479	0.7865506389575014	-0.8226910297189459	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_COAGULATION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Nt5e	Immune	Macrophage_inflammatory_candidate;T_cell_candidate	1.441051002271202	1.746918453340378e-08	-0.7297153348002493	0.0266614771133679	0.7113356674709527	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Odc1	Immune	Macrophage_inflammatory_candidate;T_cell_candidate	0.7613796791276032	0.0065386573958461	-0.0195440279581708	0.9944377075596113	0.7418356511694323	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Pex6	Immune	Macrophage_C1qc_high;T_cell_candidate	-1.2293483192049324	5.409150132631332e-05	1.039040694485542	0.0027795954091081	-0.1903076247193902	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_PEROXISOME	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Rabgap1l	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	0.8101971078732769	0.0032657418724869	-0.2595083249803637	0.7176859677270149	0.5506887828929131	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_IL2_STAT5_SIGNALING	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Rac1	Immune	Macrophage_C1qc_high;Macrophage_inflammatory_candidate;T_cell_candidate	-0.7010177255271237	0.010357189827399	0.3710148999027532	0.5043296755134722	-0.3300028256243704	True	population signature; Spearman rank 4/20; cosine rank 6/20	HALLMARK_COAGULATION	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference; treatment contrast is not FDR-supported; population support is secondary to Granulosa/Stromal	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Alyref	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	-2.988064479317788	4.0101448392938353e-16	2.2060457291556257	2.4565076401045192e-08	-0.7820187501621618	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_DNA_REPAIR	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Asf1a	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	-0.7815694001573182	8.228380128342997e-06	0.4892273829878086	0.0206816548075771	-0.2923420171695096	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_E2F_TARGETS	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Col12a1	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	0.7999783559177682	3.611087530171725e-07	-0.5619845457751182	0.0017213024527999	0.2379938101426499	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	True	False		Stromal_fibroblast_P03	nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	NMF: Stromal_fibroblast_P03	no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Gfpt2	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	1.2542833206441315	1.3211385783605505e-06	-0.8198481929960989	0.007069298985176	0.4344351276480326	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_KRAS_SIGNALING_UP;HALLMARK_TNFA_SIGNALING_VIA_NFKB	True	False		Stromal_fibroblast_P01;Stromal_fibroblast_P02	nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization	NMF: Stromal_fibroblast_P01,Stromal_fibroblast_P02	no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Pkia	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	0.681880285101582	1.979139823540747e-11	-0.3902470100022527	0.0010759827748823	0.2916332750993293	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_MYOGENESIS	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
Vps37d	Stromal_fibroblast	ECM_high_candidate;Smooth_muscle_candidate;Stromal_fibroblast_candidate	-1.3436540011251512	2.106035684269269e-09	0.8522470259702983	0.0011933213884044	-0.4914069751548529	True	population signature; Spearman rank 1/20; cosine rank 1/20	HALLMARK_DNA_REPAIR	True	False			nan	project_internal_evidence_only; needs_manual_literature_review	Moderate: qPCR/protein validation followed by population-resolved functional assay.	Stage1.6 gene reversal + population exact permutation + Stage2 leading edge + Stage3 subtype localization		no gene-level external aging support in the current reference	Tier C - exploratory	Retained for transparency; insufficient priority for the first validation set.
